pages.total	pages.original	count
3171	2 v. (v.1: [8], 124 [i.e. 126], [1] leaves; 289, [1]; [8], 22, [2]; 518, [26] p.; [2], 28 leaves; 115, [9] p.; v.2: [4], 291-659, 700-981, 990-1593, [1], 1593-1876; [104] p., folded plate)	3
500	[10], 440, 218, [2], 219-466, [22] p.	3
24	[4], 17, [3] p.	3
15	[1], 7, 7-14 p.	3
57	[2], 53, [1], 7, [1] p.	3
15	[2], 13 p.	3
8	[4] leaves.	3
6	[3] sheets (versos blank)	3
264	[8], 239, [17] p.	3
47	47 p.	3
19	[19] p.	3
184	[8], 175, [1] p.	3
23	[2], 21 p.	3
2	1 sheets ([1] p.)	3
50	39, 42-49, [1] p.	3
1	[1]+ p.	3
27	[27] p.	3
176	[176] p.	3
514	[16], 480, [16] p., folded plate	3
104	[104] p.	3
102	[4], 97, [1] p.	3
36	[2], 34	3
10	[10], CCC.xxii leaves	3
72	[4], 67, [1] p.	3
240	[240] p.	3
78	[78] p.	3
94	[94] p.	3
232	[232] p.	3
12	[4], 6, [2] p.	3
84	84 p.	3
88	[2], 86 p.	3
61	[4], 55, [1] leaves	3
76	[8], 68 p.	3
132	131, [1] p.	3
104	[2], 101, [1] p.	3
376	[24], 338, [14] p.	3
896	[20], 875, [1] p.	3
468	[18], 449, [1] p.	3
88	[4], 84 p.	3
329	289, [13], 171 [i.e. 271], [9], 231, [11], 122, [6], 99, [1], 212 p.	3
30	[2], 26, [2] p.	3
128	[2], 125, [1] p.	3
40	[12], 28 p.	3
336	[16], 317, [3] p.	3
60	[2], 54, [4] p.	3
208	[12], 195, [1] p.	3
1062	[16], cvi, [2], 728, 727-889, [49] p.	3
16	[2], 131-143, [1] p.	3
2	93-94 p.	3
4	89-92 p.	3
2	87-88 p.	3
10	[2], 79-86 p.	3
2	63-64 p.	3
6	[2], 59-61, [1] p.	3
4	[2], 7-8 p.	3
16	[2], 175-187, [1] p.	3
15	15 p.	3
15	[2], 99-111 p.	3
3	I sheet ([1] p.)	3
724	[12], 689, [19] p., [1] leaf of plates	3
38	[6], 32 p.	3
448	436, [12] p.	3
844	[48], 750, [42] p., [2] leaves of plates	3
196	[8], 184 p., [1] leaf of plates	3
2	1 sheet (2) p.	3
296	[16], 279, [1] p.	3
144	[2], 142 p.	3
76	[4], 71, [1] p.	3
2	1 sheet.	3
80	[8], 70, [2] p.	3
11	11 p.	3
336	[16], 320 p.	3
34	[8], 26 p.	3
210	[10], 199, [1] p.	3
10	8, [2] p.	3
16	[6], 10 p.	3
182	[6], 174, [2], 18 p.	3
28	[8], 19, [1] p.	3
126	122, [4] p.	3
12	8, [4] p.	3
8	[2], 7 [i.e. 5], [1] p.	3
8	[1], 5, [2] p.	3
4	[1], 3 p.	3
14	7, 6-13, [1] p.	3
30	27, [3] p.	3
156	[12], 144 p.	3
134	[6], 104, 109-127, [1] p.	3
22	8, 7-22 p.	3
11	[2], 9 p.	3
20	[2], 4, 18 p.	3
10	8, 7-10 p.	3
36	[2], 24, 8, 33-34 p.	3
34	[4], 30 p.	3
176	[6], 166 p., [1] leaf of plates	3
26	12, 11-18, [8] p.	3
264	[20], 244 p.	3
70	[4], 32, 35-56, [10] p.	3
29	[2], 27 p.	3
448	[72], 376 p.	3
60	48, 41-59, [1] p.	3
517	[4], cxxxvi, 355, [1], 116, [10], xci, [1] p., [5] folded leaves of plates	3
9	[2], 7 p.	3
224	92 p., 93-96 leaves, 97-156, 169-216 p., [4] plates	3
24	[6], 18 p.	3
26	[4], 22 p.	3
384	[24], 357, [3] p.	3
180	[4], 176 p.	3
22	[2], 6, 9-20 p.	3
272	[16], 256 p.	3
108	[4], 103, [1] p.	3
616	[24], 588, [4] p.	3
20	[10], 9, [1] p.	3
160	[8], 151, [1] p.	3
192	[8], 171, [13] p.	3
62	[16], 46 p.	3
152	[48], 103, [1] p.	3
80	[6], 74 p.	3
288	[16], 271, [1] p.	3
44	[6], 37, [1] p.	3
64	[2], 61, [1] p.	3
96	[6], 90 p.	3
112	111, [1] p.	3
120	[16], 104 p.	3
174	[174] p.	3
108	[12], 96 p.	3
38	[6], 31, [1] p.	3
296	[8], 288 p.	3
18	8, 7-18 p.	3
28	[6], 21, [1] p.	3
168	[8], 160 p.	3
24	[2], 14, [8] p.	3
44	[4], 38, [2] p.	3
226	[6], 220 p.	3
8	[2], 3 [i.e. 5], [1] p.	3
88	[4], 83, [1] p.	3
62	[2], 60 p.	3
60	[8], 51, [1] p.	3
56	[8], 46, [2] p.	3
36	[8], 26, [2] p.	3
32	[2], 22 [i.e. 30] p.	3
220	[4], 216 p.	3
96	[8], 86, [2] p.	3
22	16, 15-22 p.	3
12	11 [i.e. 12] p.	3
68	[8], 60 p.	3
120	[16], 103, [1] p.	3
148	[8], 138, [2] p.	3
40	[8], 30, [2] p.	3
30	[6], 23, [1] p.	3
4	1 v., plates (some fold.)	3
1	v., [1]p.	3
4	6 v., plates	3
2	1 v., plate	3
NA	25 v.	3
4	1 v., plates	3
NA	53 v.	3
NA	46 v.	3
NA	19 v.	3
32	[12], 18, [2] p.	2
14	[2], 12+ p.	2
44	42, [2] p.	2
56	viii, 48 p.	2
36	30, [2] p., [2] folded leaves	2
70	[6], 63, [1] p.	2
12	[2], 137-144, [2] p.	2
20	[2], 117-133, [1] p.	2
32	[2], 67-95, [1] p.	2
10	[2], 75-82 p.	2
4	p. 17-18, [2]	2
10	[2], 571-578 p.	2
20	[2], 495-512 p.	2
10	[2], 581-588 p.	2
46	[2], 15-58 p.	2
24	[24+] p.	2
2	[2+], p.	2
12	p. [2], 415-424	2
364	[8], 336, [4], 122, [2] p., [7] leaves of plates	2
38	8, 15-22, 15-34, [4] p.	2
54	[2], 50, [2] p.	2
12	[2], 935-943, [1] p.	2
348	[8], 158; [6]; 169, [3] p., [1] leaf of plate	2
2	1 sheet ([4] p., folded)	2
2	1 folded sheet ([4] p.)	2
2	1 sheet (4 p.)	2
240	[8], 120, 129-232 p.	2
224	[8], 215, [1] p.	2
50	50 p.	2
88	[8], 80, 12 p.	2
28	[8], 18, [2] p.	2
2	141-142 p.	2
6	135-140 p.	2
38	25-62 p.	2
16	13-28 p.	2
20	1-20 p.	2
14	53-66 p.	2
20	[2], 5-22 p.	2
12	[2], 13-22 p.	2
10	135-144 p.	2
8	117-124 p.	2
10	93-102 p.	2
8	71-78 p.	2
16	145-160 p.	2
12	39-49, [1] p.	2
288	288 p.	2
4	71-74 p.	2
4	17-20 p.	2
6	5-10 p.	2
88	86, [2] p.	2
4	67-70 p.	2
142	141, [1] p.	2
153	[8], 136, [8], 79, [1] p.	2
2	120-121 p.	2
2	118-119 p.	2
7	1-7 p.	2
292	viii, 283, [1] p.	2
4	125-128 p.	2
14	81-93, [1] p.	2
28	17-44 p.	2
4	13-16 p.	2
98	[2], 96 p.	2
2	13-14 p.	2
478	[22], 436, [16] p., [1] leaf of plates	2
446	[2], 443, [1] p.	2
54	[2], 51, [1] p.	2
4	73-75, [1] p.	2
4	69-71, [1] p.	2
16	41-56 p.	2
12	[2], 141-150 p.	2
220	[4], 96, 87-134, 145-214, [2] p.	2
8	[2], 223-228 p.	2
4	211-214 p.	2
8	[2], 51-54 [2] p.	2
8	p. 85-92	2
8	[2], 59-64 p.	2
31	[31] p.	2
NA	4 vol.	2
24	[6], 20 [i.e 18] p.	2
312	311, [1] p.	2
12	[2], 283-292 p.	2
20	[2], 235-252 p.	2
114	[10], 104 p.	2
116	116 p.	2
639	[2], iii, [1], iv, ii, iv, 592, xl p., plates	2
22	[2], 15, 18-19, [1] p.	2
12	9, [3] p.	2
46	44, [2] p.	2
30	17, [13] p.	2
28	20, [8] p.	2
42	42 p.	2
296	[4], li, [1], 233, [7] p.	2
622	[14], 580, [28] p.	2
NA	112 v.	2
276	[32], 237, [3] p., [1] leaf of plates	2
NA	5 v. ; 42-43 cm (2⁰)	2
228	228p.	2
34	[2], 10, 29, [3] p.	2
52	[8], 44 p.	2
232	ix,[1],222p.	2
4	[2],2p.	2
96	[2],94p.	2
276	276p.	2
454	xx,[2],426[i.e., 424],[8]p.	2
40	viii,31,[1]p.	2
96	v,[1],7-90,10p.	2
196	iv,190[i.e., 192]p.	2
106	105,[1]p.	2
88	85,[3]p.	2
68	66,[2]p.	2
20	[2],16,[2]p.	2
128	[4],124p.	2
104	vii,[1],9-96,10p.	2
80	iv,76p.	2
8	p. 33-40	2
8	p. 9-16	2
52	50,[2]p.	2
40	[40]p., [3]leaves of plates (1folded)	2
8	p. [17]-24	2
38	[2],33,[3]p.	2
24	iv,20p.	2
44	[2],ii,40p.	2
4	p. [1],58-60	2
2	1/2 sheet	2
62	iv,57,[1]p.	2
86	86 p.	2
88	79,[5]p., [1]leaf of plates	2
70	69, [1] p.	2
48	vi,42p.	2
124	123,[1]p.	2
100	98,[2]p.	2
258	xvi, [1], 18-258 p.	2
52	iv,47,[1]p.	2
108	107, [1] p.	2
56	[8],46,[2]p.	2
20	[2],5-22p.	2
24	iv,[1],6-24p.	2
168	165,[3]p.	2
72	69,[3]p.	2
200	[2],198p.	2
8	p. 65-72	2
8	p. 57-64	2
8	p. 41-48	2
8	p. [1],34-40	2
8	p. [1],18-24	2
112	110,[2]p.	2
44	42,[2]p.	2
116	115,[1]p.	2
292	viii,284p.	2
32	[4],ii,25,[1]p.	2
160	[2],157,[1]p.	2
2	p. 299-300	2
2	p. 271-272	2
56	54,[2]p.	2
240	237,[3]p.	2
24	20,[4]p.	2
128	126,[2]p.	2
142	[2],139,[1]p.	2
4	3[i.e., 4]p.	2
12	p. [1],60-70	2
12	p. [1],48-58	2
10	p. [1],14-22	2
12	p. [1],24-33,[1]	2
12	p. [1],36-46	2
8	p. [1],10-16	2
9	7, [1], 8 p.	2
48	vi,[1],8-48p.	2
170	170p.	2
80	[2], 77, [1] p.	2
548	[4],iv,539,[1]p.	2
60	[2],iv,53,[1]p.	2
264	[2],262p.	2
46	44,[2]p.	2
60	[2],54,[4]p.	2
204	203, [1] p.	2
160	160 p.	2
204	[4],199,[1]p.	2
38	37, [1] p.	2
80	viii,71,[1]p.	2
16	15[1]p.	2
20	[2], 173-190 p.	2
192	191,[1]p.	2
1640	2 v. ([16], 836; [22], 360, 357-765, [1] p.)	2
116	8,[28],37-88p.	2
384	[32],350,[2]p.	2
356	[4],351,[1]p.	2
108	[8],99,[1]p.	2
158	viii,149,[1]p.	2
86	83,[1]p.,plate	2
20	17,[1]p.,plate	2
178	[4],vi,[2],136,139-165,[1]p.	2
16	[4],11,[1]p.	2
36	vii,[1],28p.	2
36	[4],29,[3]p.	2
24	[4],18,[2]p.	2
18	[4],14p.	2
32	26,[6]p.	2
176	[2],173,[1]p.	2
126	[4],121,[1]p.	2
48	[12],36p.	2
74	73,[1]p.	2
20	[6],14p.	2
36	[6],30p.	2
66	64p.,plate	2
174	174p.	2
56	[4],49,[3]p.	2
98	[6],91,[1]p.	2
110	[8],102p.	2
48	vi,41,[1]p.	2
134	[2],132p.	2
360	xxiv,336p.	2
152	[2],viii,141,[1]p.	2
576	v.2 ([14],560p.),plate	2
416	v.3 ([14],381,[19]p.), plate	2
496	v.1 ([22],452,[20]p.), plate	2
76	[8],68p.	2
24	19,[5]p.	2
40	40p	2
72	xx,44,[8]p.	2
48	viii,39,[1]p.	2
180	[4],176p.	2
176	XV,[1],143,[17]p.	2
180	xvi,164p.	2
408	[2],406p.	2
4	20v.,plates	2
564	v.3 (558,[2]p.),plates	2
556	v.8 (551,[1]p.),plates	2
552	v.2 ([2],545,[1]p.),plates	2
342	viii,204;[2],112,105-124p.,plates	2
652	[24],603,[23]p.,plate	2
152	viii,144p.	2
480	xxiv,456p.	2
244	[2],xxi,[9],191,194-205,[5]p.,plate	2
336	[12],324p.	2
272	[2],vi,264p.	2
284	iv,279,[1]p.	2
686	[4],xviii,x,646,[14]p.,plates	2
156	[12],141,[3]p.	2
NA	v.1-2	2
360	[4],355,[1]p.	2
144	[8],124,[8]p.,plates	2
541	[24],182,[5],184-410,[98]p.,plates	2
162	[2],156p.,plates	2
414	4,412p.,plate	2
1016	[14],980,[20]p.,plate	2
282	[2],x,265,[5]p.	2
164	[4],157,[3]p.	2
10	5 leaves	2
294	xv,[1],278p.	2
568	xvi,552p.	2
408	viii,[16],381,[1]p.,plate	2
46	[4],41,[1]p.	2
452	[44],408p.	2
58	[4],53,[1]p.	2
74	[4],70p.	2
32	[4],25,[3]p.	2
204	[4],xv[i.e.xiv],199,[1]p.	2
80	[6],74p.	2
142	iv,136p.,plate	2
108	[2],vii,[1],97,[1]p.	2
288	x,[2],276p.	2
154	154p.	2
76	[4],66,[2]p.,plates	2
376	[6],369,[1]p.	2
536	[2],531,[1]p.,plate	2
632	[6],573,[49]p.,plates	2
60	[2],54p.,plates	2
510	v.2(viii,502p.)	2
250	245,[3]p.,plate	2
200	viii,192p.	2
427	16,[2],424,41,[1]p.	2
676	[12],646,[18]p.	2
48	xv,[1],31,[1]p.	2
324	[8],310,[2]p.,plates	2
1766	2v.([2],lx,viii,1650,[50]p.),plates	2
484	xxxii,430,[18]p.,plates	2
NA	9v.	2
64	[12],52p.	2
38	[2],ii,34p.	2
232	[4], 227, [1] p.	2
96	vii,[1],88p.	2
328	xxiv,278,[26]p.	2
128	[4],123,[1]p.	2
652	2v.(viii,[4],640p.)	2
858	[16],823,[15]p.,plates	2
168	[12],155,[1]p.	2
244	xi,[1],232p.	2
288	xii,255,[21]p.	2
136	[6],130p.	2
606	[18],583,[1]p.,plates	2
70	[2],67,[1]p.	2
360	[12],346,[2]p.	2
391	xvi,373,7p.,plate	2
398	xxiv,374p.	2
44	[2],38,[4]p.	2
154	xxviii,126p.	2
6	2v.,plate,tables	2
420	[40],363,[13]p.,plates	2
208	207,[1]p.	2
72	viii,63,[1]p.	2
318	[8],310p.	2
472	[24],424,[20]p.,plates	2
62	61,[1]p.	2
4	9v.,plates	2
300	xii,274,[14]p.	2
184	180p.,plates	2
148	[8],132,[4]p.,plates	2
846	viii,[6],808,[24]p.	2
826	xxi,[1],781,[23]p.	2
132	[11],4-123,[1]p.	2
438	iv,434p.	2
176	xii,164p.	2
440	xxiv,[4],391,[21]p.	2
18	16,[2]p.	2
438	vii,[1],430p.	2
144	[6],138p.	2
184	[4],xxxvi,140p.,plates	2
152	[2],150p.	2
208	[18],163,[13],19,[1],32,[12],13,[1]p.	2
192	viii,184p.	2
32	[2],28,[2]p.	2
270	xxxi,[1],xxvi,[4],230p.,plates	2
176	[14],127,[35]p.	2
180	[12],162,[6]p.	2
972	[12],938,[22]p.	2
108	xxi,[1],85,[1]p.	2
528	x,[6],512p.	2
755	[2],xij,722,65,[15]p.,plates	2
164	[16],148p.	2
112	[4],9-116p.	2
300	300p.	2
404	xxx,374p.	2
114	[2],110p.,plate	2
1280	3v.(264;993,[23]p.)	2
52	[2],44[i.e.48],[2]p.	2
8	3v.,plates,tables	2
232	227,[1]p.,plates	2
1184	v, [1], 1023-1122, 1119-1170, 1167-1178 p.	2
154	[4], 150 p.	2
70	[4], 66 p.	2
64	viii,56p.	2
132	[6], 125, [1] p.	2
870	860,[6]p.,plates	2
82	[2],79,[1]p.	2
352	[14],342[i.e.338]p.	2
148	4,viii,5-139,[1]p.	2
150	vii,[1],135,[1]p.,plate,tables	2
80	77,[3]p.	2
22	20p.,plate	2
705	2v.([8],lii,[4],612,75,[11];[2],11,[1]p.),plates	2
238	238p.	2
308	308p.	2
174	[2],xii,158,[2]p.	2
284	[8],263,[9]p.,plates	2
692	2v.([8],lii,[4],612,75,[11],[1]p.),plates	2
320	312,[8]p.	2
446	x,2,2*,3-436p.	2
122	[2],120p.	2
110	[2],108p.	2
652	xl,611,[1]p.	2
614	xviii,594,264p.,plate	2
576	[6],iv,566p.	2
84	[4],79,[1]p.	2
112	[12],100p.	2
348	iv,340p.,plates	2
56	[2],ix,[1],44p.	2
60	vi,[2],51,[1]p.	2
192	[8],184p.	2
26	24p.,plate	2
288	xxiv,264p.	2
150	[4],146p.	2
184	[4],179,[1]p.	2
66	viii,41[i.e.49],[7]p.,plate	2
96	viii,87,[1]p.	2
28	[2],5-30p.	2
392	[4],159,[5];[2],111,[3];104,[4]p.	2
60	[4],54,[2]p.	2
44	[4],38,[2]p.	2
526	[8],509,[1]p.,plates,tables	2
360	x,[2],346,[2]p.	2
96	xvi,79,[1]p.	2
352	xvi,336p.	2
396	[42],221,[131]p.,plate	2
108	vii,[1],100p.	2
312	[4],308p.	2
220	216p.,plates	2
82	80p.,plate	2
970	[4],xviii,917,[27]p.,plates	2
92	vii,[1],83,[1]p.	2
404	xxxvi,348,[20]p.	2
202	[2],199,[1]p.	2
112	[4],104,[4]p.	2
264	xii,252p.	2
164	164p.	2
116	109,[7]p.	2
102	vii,[1],93,[1]p.	2
196	xi, [1], iv, 180, [4] p.	2
266	264p.,plate	2
360	iv,342,[14]p.	2
44	iv,40p.	2
408	xxxix,[1],367,[1]p.	2
132	viii,112,[8]p.,plates	2
64	iv,59,[1]p.	2
188	[8],88,97-171,[9]p.	2
56	vi,50p.	2
264	[2],ix,[1],250,[2]p.	2
220	[4],iv,208p.,plates	2
64	vi,58p.	2
208	[4],203,[1]p.	2
44	[8],36p.	2
32	27,[5]p.	2
46	43,[1]p.,plate	2
432	[24],405,[3]p.	2
58	[2],54,[2]p.	2
144	xii,131,[1]p.	2
800	795,[1]p.,plates	2
456	[16],437,[3]p.	2
60	58,[2]p.	2
1010	978,[28]p.,plates	2
504	495,[5]p.,plates	2
208	xvi,[4],188p.	2
272	272p.	2
152	[32],120p.	2
406	2v.([4],402p.)	2
68	[6],61,[1]p.	2
50	48,[2]p.	2
114	[2],112p.	2
22	[2],5-23,[1]p.	2
92	[4],87,[1]p.	2
240	[2],238p.	2
268	266,[2]p.	2
384	[32],352p.	2
320	[8],301,[11]p.	2
291	vii,[3],viii,iv,[2],277,[1]p.	2
110	109,[1]p.	2
14	[2],5-15,[1]p.	2
598	xii,[1],18-599,[1]p.,plate	2
144	[16],125,[3]p.	2
336	lii,284p.	2
46	iv,42p.	2
170	169,[1]p.	2
332	[2],330p.	2
194	[2],192p.	2
286	[10],274p.,plate	2
400	[16],381,[1]p.,plate	2
428	419,[5]p.,plates	2
160	[8],151,[1]p.	2
70	viii,3-64p.	2
196	xii,182,[2]p.	2
783	[6], xviii, 752, xii, 75, [7] p.	2
100	[4],95,[1]p.	2
168	[4],164p.	2
98	[4],94p.	2
14	[4],10p.	2
36	[4],28p.,plates	2
52	48p.,plates	2
12	[2],9,[1]p.	2
178	[4],iv,[12],149,[5],62p.,plates	2
62	59,[1]p.,plate	2
94	[2],91,[1]p.	2
160	iv,9-112;[4],47,[1]p.	2
116	vii,[1],108p.	2
98	[2],95,[1]p.	2
352	[8],344p.	2
340	[4],336p.	2
84	xii,62,[10]p.	2
264	xx,244p.	2
278	xvi,261,[1]p.	2
26	24p.,table	2
352	[4],348p.	2
312	[4],xlvi,260,[2]p.	2
954	[22],918,[12]p.,plate	2
126	[4],122p.	2
68	iv,63,[1]p.	2
262	[2],259,[1]p.	2
374	[8],354,[10]p.,plate	2
106	[6],87,[1],xi,[1]p.	2
718	710,[4]p.,plates	2
498	xxvi,453,[15]p.,plates	2
598	xviii,518,[62]p.	2
192	xvi,176p.	2
58	[4],54p.	2
156	ix,[1],144,[2]p.	2
116	iv,109,[3]p.	2
54	52p.,plate	2
96	[6],90p.	2
84	vi,[2],75,[1]p.	2
964	[4],946,[10]p.,plates	2
298	[22],276p.	2
188	[4],179,[5]p.	2
170	168p.,plate	2
2	4v.,table	2
38	[4],32p.,plate	2
376	xii,[2],350,[8]p.,plates	2
400	xii,385,[3]p.	2
352	[8],328,[16]p.	2
180	178,[2]p.	2
128	[12],114,[2]p.	2
162	[2],viii,[2],147,[1]p.,table	2
342	[28],312p.,plate	2
384	xxiii,[1],359,[1]p.	2
56	v,[3],48p.	2
516	[4],261,[1];[2],247,[1]p.	2
160	[2],158p.	2
156	[4],152p.	2
32	16,32p.	2
100	[2],205-298p.,plates	2
8	4v.,plates,tables	2
52	[4],45,[3]p.	2
214	[6],203,[1]p.,plates	2
60	[6],54p.	2
84	[2],81,[1]p.	2
144	[2],lix,[1],80p.,plate	2
188	xix,[1],167,[1]p.	2
476	vii,[1],468p.	2
148	[4],138,[6]p.	2
66	[4],60p.,plate	2
102	ix,[2],4-93,[1]p.	2
492	[2],viii,472,[8]p.,plate	2
336	[16],305,[15]p.	2
40	[4],7-42p.	2
268	268p.	2
408	xvi,392p.	2
632	628p.,plates	2
160	xxii,138p.	2
312	[8],303,[1]p.	2
823	[2],xxxii,[2],95,[1],781,[3]p.,plate	2
820	[2],xxxii,781,[3]p.,plate	2
376	vi,360,[8]p.,plate	2
324	[8],284,[28]p.,plates	2
194	[2],184,[6]p.,plate	2
4	3v., plates	2
34	32p.,plate	2
80	77,[1]p.,plate	2
56	[8],48p.	2
116	viii,108p.	2
48	xvi,32p.	2
346	[4],232,137-333,[9]p.	2
180	176p.,plates	2
56	vii,[1],47,[1]p.	2
96	92p.,plates	2
48	viii,40p.	2
108	[4],102,[2]p.	2
594	[14],562,[14]p.,plates	2
152	[4],144p.,plates	2
100	[4],90,[2]p.,plates	2
322	[2],320p.	2
50	46,[2]p.,plate	2
218	[4],214p.	2
360	[6],354p.	2
268	[2],266p.	2
640	xxiii,[1],614p.,plate	2
264	[2],261,[1]p.	2
124	[4],115,[5]p.	2
140	[2],138p.	2
176	[2],vi,167,[1]p.	2
12	iv,8p.	2
280	li,[1],224p.,plates	2
296	xxxviii,[2],246,[10]p.	2
114	viii,101,[3]p.,plate	2
134	vii,[1],125,[1]p.	2
96	[8],85,[3]p.	2
86	84p.,plate	2
98	97,[1]p.	2
590	[6],XXIII,[1],557,[1]p.,plate	2
192	[8],176[i.e.184]p.	2
194	[4],188p.,plate	2
154	153,[1]p.	2
396	[6],390p.	2
140	8,[40],49-100p.	2
90	[2],86,[2]p.	2
384	ix,[1],373,[1]p.	2
558	v.3 ([2],531,[21]p.),plates	2
476	v.2 ([8],452,[12]p.),plates	2
28	25,[3]p.	2
20	[3],6-22p.	2
92	[6],86p.	2
80	[2],76,[2]p.	2
32	viii,24p.	2
252	[12],240,8p.	2
108	[2],106p.	2
84	[8],76p.	2
334	[2],328,[4],58p.	2
38	36,[2]p.	2
392	[8],383,[1]p.	2
156	[2],154p.	2
172	[4],168p.	2
144	[2],iv,138p.	2
300	[12],280,[8]p.	2
84	xxiii,[1],60p.	2
80	75,[5]p.	2
82	82p.	2
356	[6],vii,[1],310,[32]p.	2
432	[16], 416 p.	2
218	89,100-218p.	2
52	viii,44p.	2
224	[4],xxiv,192,104p.,plates	2
62	[4],viii,50p.	2
377	[14],157,[11],165-352p.	2
606	[10],581,[15]p.	2
86	[4],82p.	2
260	259,[1]p.	2
176	[2],174p.	2
70	[4],66p.	2
580	576p.,plates	2
536	v.6 ([4],502,[26]p.),plates	2
512	v.5 ([2],478,[28]p.),plates	2
164	[2],162p.	2
440	[2],378,[4];56p.	2
448	[2],397,[5];44p.	2
182	viii,[108],66p.	2
182	vii,[109],66p.	2
184	vii,[109],68p.	2
376	xii,[4],350,[6]p.,plates	2
216	[10],206p.	2
416	v.3 ([14],381,[19]p.),plate	2
62	[4],iv,53,[1]p.	2
44	vii,[1],36p.	2
12	[4],7,[1]p.	2
16	16p	2
118	[4],111,[1]p.,plate	2
122	[2],119,[1]p.	2
96	viii,88p.	2
28	[4],19,[5]p.	2
80	viii,72p.	2
40	vii,[1],32p.	2
56	[4],50,[2]p.	2
60	[4],53,[3]p.	2
540	xvi,522,[2]p.	2
220	viii,211,[1]p.	2
48	iv,44p.	2
64	[2],x,51,[1],44p.	2
59	[4],51,[1],13,[3]p.	2
72	[2],iv,66p.	2
56	[2],52,[2]p.	2
140	viii,130,[2]p.	2
88	[4],82[i.e.84]p.	2
520	[14],502,[4]p.	2
140	140p.	2
70	[8],62p.	2
286	xxxi,[1],252p.,plate	2
4	iv p.	2
144	[8],135,[1]p.	2
137	130[i.e.136],19[i.e.21],[1]p.	2
88	[2],ii,48,41-83,[1]p.	2
316	316p.	2
84	82p.,plate	2
196	[4],191,[1]p.	2
40	vi,33,[1]p.	2
140	[8],132p.	2
216	[4], 210, [2] p.	2
6	[2], 51-54 p.	2
226	[8], 141, 144-217, [1] p.	2
660	[8], CCC.xix [i.e. 326] leaves	2
10	[5] leaves	2
54	[6], 47, [1] p.	2
35	[4], 28, [2], 13, [1] p.	2
20	[6], 12, [2] p.	2
114	[114] p.	2
234	[10], 222, [2] p.	2
2	1 sheet ([1] p.]	2
68	xxxiiii leaves	2
968	2 v. ([24], 46, 46-119, 121-286, 288-369; [2], 562, 562-571, [2] p.)	2
40	[2], 22, [16] p.	2
128	128 p.	2
34	[34+] p.	2
12	[2], 10+ p.	2
8	[2], 6+ p.	2
4	pp. 41-44	2
24	[2], 19, [3] p.	2
48	32, 37-47 [1] p.	2
180	[180] p.	2
224	[24], 199, [1] p.	2
150	[150] p.	2
70	[70] p.	2
6	6+ p.	2
72	[2], 65, [5] p.	2
22	[2], 19, [1]	2
12	[2], 6 [i.e. 10] p.	2
454	[16], 58, 58-59, 59-435, [1] p., plate	2
252	249, [3] p.	2
448	[4], 137, [1], 319, [123], 31, [1] p.	2
360	[360] p.	2
11	[11] p.	2
23	[23] p.	2
74	[8], 65, [1] p.	2
984	[16], 534, 527-652, 655-770, 773-939, [29] p.	2
270	[18], 251, [1] p.	2
52	[4], 45, [3] p.	2
12	[6] leaves.	2
13	[13] p.	2
124	[124] p.	2
696	[16], 656, [24] p.	2
36	28, [4] leaves	2
360	[16], 394 [i.e. 294], 293-342, [2] p.	2
14	[2], 5-14, [2] p.	2
82	xli leaves	2
57	[57] p.	2
62	[62] p.	2
116	lviii leaves	2
30	[3], 27 p.	2
110	[14], 96 p.	2
5	3, [1] sheets	2
233	[40], 159, [1], 192 p.	2
256	[8], 248 p.	2
184	[16], 168 p.	2
216	[216] p.	2
948	[2], 151-786 p., 787-801 [i.e. 802] leaves, 803-894, [52] p.	2
188	[8], 180 p.	2
383	[12], 138, [2], 219, 221-223, [2]; [8], 127, [9] p.	2
244	[8], XVI, 218, [2] p.	2
388	[194] leaves	2
997	[16], 822, 233, [59] p., [50] plates, mostly folded	2
16	[2], 9, [1], 10-12, [1] p.	2
32	[2], 30, 16 p.	2
16	13 [i.e. 15], [1] p.	2
1466	[28], 299, 310-646, [4], 647-1415 [i.e. 1413], [21] p.	2
1212	[12], 1184, [16] p.	2
192	[16], 176 p.	2
354	[16], 336 p., folded plate	2
252	[8], 224, [20] p.	2
28	[6], 22 p.	2
492	[8], 450, 467-480, 465-483, [1] p.	2
1342	[24], 1264, 1263-1293, 1290-1318 p.	2
592	[34], 536 [i.e. 535], [13] p., [5] plates (3 folded)	2
100	99, [1] p.	2
112	[12], 100 p.	2
148	[148] p.	2
205	[17], 4, 4, 5-8, 9-19, 9-19, 20-23, 24-25, 24-25, 26-28, 28-30, 31-36, 31-36, 37-39, 39-43, 44-48, 44-48, 49-51, 51-54, 54-60, 61-63, 61-63, 64-69, 70-77, 70-77, 78-93, 94-100, 94-100, 101-104, 105-109, 105-109, 110-115, 116-118, 116-118, 119-124, 125-133, 125-133, 134-137, 138-142, 138-142, 143-148, 149-151, 149-151, 152-153, 154-158, 154-158, 159-168, 169-171, 169-171, 172-173, 174-176, 174-176, 177-178, 176-181, 181-186, [2] p.	2
56	[12], 43, [1] p.	2
512	[6], ccccxliiii, ccccxlix-cccclxx, [18] leaves	2
24	[1], 19, [4] p.	2
624	[16], 607, [1] p.	2
21	[21] p.	2
32	[2], 27, [3] p.	2
74	[74] p.	2
52	[8], 43, [1] p.	2
6	[2], 3, [1] p.	2
120	[8], 106, [6] p.	2
